,age,gender,occupation,genre,rate,user_id,movie_id
4705,30,0,other or not specified,12,4,559191,dances+with+wolves+1990
4706,30,0,executive/managerial,18,3,412088,rear+window+1954
4707,20,0,homemaker,14,4,987391,to+die+for+1995
4708,10,1,self-employed,18,2,924000,just+looking+1999
4709,20,0,college/grad student,28,3,782123,run+lola+run+1998
4710,30,0,college/grad student,35,3,103450,ace+ventura+pet+detective+1994
4711,20,0,college/grad student,27,4,5677,blade+1998
4712,30,0,other or not specified,9648,5,493548,the+sixth+sense+1999
4713,20,0,college/grad student,14,3,796043,dragonheart+1996
4714,30,0,executive/managerial,28,4,604328,men+in+black+1997
4715,20,0,executive/managerial,16,5,995320,aladdin+1992
4716,20,0,executive/managerial,10751,5,818002,willy+wonka++the+chocolate+factory+1971
4717,30,1,self-employed,35,2,569329,the+commitments+1991
4718,30,0,scientist,35,4,689632,adaptation.+2002
4719,20,0,college/grad student,80,5,419470,fargo+1996
4720,40,0,sales/marketing,12,1,938959,the+matrix+revolutions+2003
4721,20,0,sales/marketing,35,3,808443,scary+movie+3+2003
4722,20,0,college/grad student,35,4,513883,friday+1995
4723,30,0,executive/managerial,35,4,468926,in+bruges+2008
4724,30,0,college/grad student,35,4,336901,when+harry+met+sally...+1989
4725,20,0,sales/marketing,27,4,509117,alien+1979
4726,30,0,tradesman/craftsman,18,3,454175,patton+1970
4727,20,1,sales/marketing,18,4,407589,almost+famous+2000
4728,10,1,homemaker,28,4,483150,the+one+2001
4729,20,0,scientist,28,4,22708,star+trek+ii+the+wrath+of+khan+1982
4730,30,0,sales/marketing,80,4,849595,boys+dont+cry+1999
4731,30,0,academic/educator,16,4,644329,beavis+and+butt-head+do+america+1996
4732,20,0,college/grad student,35,5,444754,chasing+amy+1997
4733,30,0,college/grad student,35,2,713482,my+big+fat+greek+wedding+2002
4734,30,0,academic/educator,35,4,467251,but+im+a+cheerleader+1999
4735,30,0,scientist,28,2,506268,braveheart+1995
4736,30,0,college/grad student,28,3,396166,cliffhanger+1993
4737,20,0,academic/educator,10751,4,136068,the+lion+king+1994
4738,30,0,executive/managerial,28,5,579803,the+matrix+1999
4739,30,0,executive/managerial,878,4,339440,twelve+monkeys+1995
4740,20,0,college/grad student,18,5,855236,one+flew+over+the+cuckoos+nest+1975
4741,30,0,executive/managerial,35,4,468926,this+is+40+2012
4742,20,0,other or not specified,35,5,663132,juno+2007
4743,70,0,retired,12,3,796926,robin+hood+prince+of+thieves+1991
4744,20,0,artist,18,3,764714,12+angry+men+1957
4745,30,0,scientist,12,4,613984,the+wizard+of+oz+1939
4746,20,0,college/grad student,878,5,840538,star+trek+first+contact+1996
4747,20,0,college/grad student,35,3,529055,500+days+of+summer+2009
4748,30,0,self-employed,18,2,158583,titanic+1997
4749,30,1,artist,35,4,303636,runaway+bride+1999
4750,20,0,executive/managerial,28,3,206284,crimson+tide+1995
4751,30,0,K-12 student,35,4,208565,clueless+1995
4752,30,0,executive/managerial,18,5,201909,the+godfather+1972
4753,20,0,executive/managerial,80,2,617364,natural+born+killers+1994
4754,20,0,sales/marketing,35,2,747588,malibus+most+wanted+2003
4755,20,1,other or not specified,28,4,283034,pineapple+express+2008
4756,60,1,academic/educator,35,3,413808,the+philadelphia+story+1940
4757,20,0,scientist,80,3,947346,fargo+1996
4758,30,0,executive/managerial,35,3,314210,mrs.+doubtfire+1993
4759,30,1,college/grad student,18,3,30770,21+2008
4760,0,0,K-12 student,28,3,54845,body+of+lies+2008
4761,30,0,other or not specified,16,5,533934,toy+story+1995
4762,30,0,college/grad student,28,4,17701,faceoff+1997
4763,30,1,college/grad student,18,3,954551,eye+for+an+eye+1996
4764,30,0,college/grad student,18,4,94892,apollo+13+1995
4765,40,1,clerical/admin,14,4,441733,dawn+of+the+dead+2004
4766,30,0,executive/managerial,14,4,550950,spirited+away+2001
4767,10,1,self-employed,35,3,924000,you_+me+and+dupree+2006
4768,30,0,scientist,28,3,506268,el+mariachi+1992
4769,30,0,sales/marketing,18,3,531972,disclosure+1994
4770,30,0,homemaker,28,1,447540,run+lola+run+1998
4771,30,0,retired,28,4,509420,the+matrix+1999
4772,20,0,sales/marketing,28,3,926912,dantes+peak+1997
4773,30,0,sales/marketing,35,2,75903,get+shorty+1995
4774,20,0,executive/managerial,27,4,388849,three+extremes+2004
4775,20,0,homemaker,14,3,923282,the+flintstones+1994
4776,20,0,executive/managerial,28,4,928234,braveheart+1995
4777,30,0,self-employed,18,5,498263,dead+ringers+1988
4778,20,0,sales/marketing,37,5,433712,mccabe++mrs.+miller+1971
4779,20,0,college/grad student,878,3,690026,star+trek+first+contact+1996
4780,30,1,homemaker,53,4,919509,the+ipcress+file+1965
4781,20,0,scientist,80,4,987036,the+consequences+of+love+2004
4782,30,0,sales/marketing,27,4,152883,the+frighteners+1996
4783,20,0,college/grad student,18,4,71889,the+joy+luck+club+1993
4784,20,0,homemaker,28,4,200100,the+bourne+supremacy+2004
4785,20,0,college/grad student,18,4,82832,when+a+man+loves+a+woman+1994
4786,30,0,sales/marketing,35,4,989850,clueless+1995
4787,20,0,sales/marketing,53,3,382207,the+saint+1997
4788,10,0,K-12 student,28,4,141832,eraser+1996
4789,20,0,executive/managerial,12,4,684074,goldeneye+1995
4790,20,0,unemployed,14,3,193557,nutty+professor+ii+the+klumps+2000
4791,20,1,self-employed,35,3,910284,dave+1993
4792,30,0,sales/marketing,27,2,468875,house+on+haunted+hill+1999
4793,20,1,other or not specified,18,4,266340,rain+man+1988
4794,20,1,self-employed,12,4,601989,harry+potter+and+the+philosophers+stone+2001
4795,30,1,college/grad student,35,3,872806,bridget+joness+diary+2001
4796,50,0,executive/managerial,18,5,399117,the+killing+1956
4797,20,0,sales/marketing,12,3,4808,last+action+hero+1993
4798,20,0,scientist,16,4,676389,kung+fu+panda+secrets+of+the+furious+five+2008
4799,20,1,executive/managerial,36,3,616789,quiz+show+1994
4800,20,0,executive/managerial,10749,3,28699,all+dogs+go+to+heaven+2+1996
4801,30,0,college/grad student,10402,5,889623,mr.+hollands+opus+1995
4802,20,0,sales/marketing,14,4,322057,edward+scissorhands+1990
4803,30,0,college/grad student,35,3,609841,a+shot+in+the+dark+1964
4804,20,1,college/grad student,18,5,271745,sense+and+sensibility+1995
4805,30,0,executive/managerial,18,4,201909,contact+1997
4806,20,1,college/grad student,35,4,184909,three+colors+white+1994
4807,20,0,other or not specified,18,3,769487,touch+of+evil+1958
4808,20,0,sales/marketing,12,1,511321,the+empire+strikes+back+1980
4809,20,0,executive/managerial,9648,3,961559,the+return+of+the+pink+panther+1975
4810,20,0,other or not specified,35,3,68560,real+genius+1985
4811,30,0,sales/marketing,12,1,531972,harry+potter+and+the+chamber+of+secrets+2002
4812,30,1,homemaker,16,4,919509,toy+story+2+1999
4813,30,0,sales/marketing,10749,4,189600,jumpin+jack+flash+1986
4814,20,0,artist,35,2,575508,wonder+boys+2000
4815,20,0,self-employed,18,3,954154,patriot+games+1992
4816,30,0,college/grad student,35,3,622910,the+parent+trap+1961
4817,30,0,college/grad student,35,5,507875,it+takes+two+1995
4818,20,0,scientist,12,4,665819,harry+potter+and+the+goblet+of+fire+2005
4819,20,0,executive/managerial,53,2,718784,kalifornia+1993
4820,40,0,self-employed,14,4,412019,pleasantville+1998
4821,20,0,executive/managerial,16,3,749737,aladdin+1992
4822,30,0,college/grad student,35,5,324810,with+honors+1994
4823,40,1,homemaker,28,3,511982,clear+and+present+danger+1994
4824,20,0,college/grad student,12,5,983952,star+wars+episode+ii+-+attack+of+the+clones+2002
4825,20,0,sales/marketing,10749,2,729684,grease+1978
4826,20,0,executive/managerial,14,2,236635,beetlejuice+1988
4827,20,1,sales/marketing,18,5,407589,the+godfather+1972
4828,20,0,tradesman/craftsman,35,4,122241,jack+1996
4829,50,1,academic/educator,14,2,563804,beetlejuice+1988
4830,30,0,other or not specified,80,4,631492,a+time+to+kill+1996
4831,20,0,executive/managerial,35,2,194908,forrest+gump+1994
4832,20,0,college/grad student,10749,5,615383,theres+something+about+mary+1998
4833,30,0,executive/managerial,35,5,45171,office+space+1999
4834,20,0,college/grad student,35,3,229059,the+birdcage+1996
4835,30,0,executive/managerial,28,3,848300,outbreak+1995
4836,20,0,sales/marketing,12,2,494994,the+13th+warrior+1999
4837,20,0,executive/managerial,18,5,54069,phenomenon+1996
4838,30,0,college/grad student,53,3,817144,heathers+1988
4839,30,0,executive/managerial,12,4,379282,20_000+leagues+under+the+sea+1954
4840,20,0,executive/managerial,28,3,28699,heat+1995
4841,30,0,executive/managerial,35,4,765126,dumb+and+dumber+1994
4842,20,0,sales/marketing,28,3,892499,gotcha+1985
4843,30,0,homemaker,80,4,232609,stand+by+me+1986
4844,30,0,self-employed,53,5,326867,leon+the+professional+1994
4845,30,1,self-employed,35,4,940891,adaptation.+2002
4846,20,0,college/grad student,35,4,796043,sabrina+1995
4847,20,0,college/grad student,28,3,690026,independence+day+1996
4848,20,0,other or not specified,35,4,153924,that+thing+you+do+1996
4849,10,0,programmer,16,1,942450,the+aristocats+1970
4850,30,0,clerical/admin,27,2,536123,evil+dead+ii+1987
4851,30,1,academic/educator,35,2,243731,the+story+of+us+1999
4852,20,0,sales/marketing,18,4,549272,in+the+name+of+the+father+1993
4853,40,1,writer,12,5,620630,the+princess+bride+1987
4854,50,0,executive/managerial,18,4,549463,lucky+number+slevin+2006
4855,10,0,sales/marketing,14,4,728869,the+librarian+return+to+king+solomons+mines+2006
4856,30,1,college/grad student,18,3,694960,reality+bites+1994
4857,30,0,college/grad student,18,4,265583,apollo+13+1995
4858,30,0,college/grad student,12,3,500718,avp+alien+vs.+predator+2004
4859,30,0,scientist,18,1,266009,a+beautiful+mind+2001
4860,20,0,college/grad student,18,4,855236,the+devils+advocate+1997
4861,30,0,self-employed,28,2,420616,mortal+kombat+1995
4862,20,0,executive/managerial,80,5,909975,shallow+grave+1994
4863,20,0,other or not specified,14,4,205998,blade+ii+2002
4864,30,0,scientist,28,2,506268,hot+shots+1991
4865,40,0,other or not specified,35,4,957399,some+like+it+hot+1959
4866,30,0,sales/marketing,28,2,540172,2+fast+2+furious+2003
4867,30,0,self-employed,28,3,713268,hot+shots+part+deux+1993
4868,20,0,college/grad student,28,3,798257,twister+1996
4869,30,0,executive/managerial,35,4,277801,manhattan+1979
4870,30,0,executive/managerial,35,3,943167,meet+the+parents+2000
4871,20,1,academic/educator,18,4,587837,up+close++personal+1996
4872,30,0,executive/managerial,53,5,746968,wild+things+1998
4873,20,0,self-employed,9648,3,954154,eyes+wide+shut+1999
4874,20,0,executive/managerial,28,1,223921,armageddon+1998
4875,20,0,college/grad student,53,4,69578,fallen+1998
4876,20,0,college/grad student,9648,5,618224,eyes+wide+shut+1999
4877,20,0,scientist,12,2,63832,the+indian+in+the+cupboard+1995
4878,30,0,sales/marketing,28,4,133077,the+french+connection+1971
4879,30,0,college/grad student,28,5,996263,twister+1996
4880,30,0,academic/educator,10749,5,917453,pretty+woman+1990
4881,20,0,college/grad student,28,5,836016,iron+man+2008
4882,30,0,executive/managerial,37,4,163588,once+upon+a+time+in+the+west+1968
4883,20,0,sales/marketing,80,3,921572,falling+down+1993
4884,20,1,college/grad student,18,5,28213,the+fan+1996
4885,20,0,executive/managerial,35,5,413128,maybe...+maybe+not+1994
4886,20,0,college/grad student,28,5,731618,braveheart+1995
4887,20,0,sales/marketing,28,4,204479,the+terminator+1984
4888,30,0,sales/marketing,18,4,883785,thelma++louise+1991
4889,20,0,technician/engineer,14,3,761336,the+nightmare+before+christmas+1993
4890,20,0,scientist,28,4,848266,the+bourne+ultimatum+2007
4891,20,0,scientist,80,4,697778,hot+fuzz+2007
4892,20,1,self-employed,18,5,474020,gone+with+the+wind+1939
4893,30,0,college/grad student,14,1,419299,the+legend+of+bagger+vance+2000
4894,20,0,executive/managerial,12,4,770737,mission+impossible+1996
4895,20,0,sales/marketing,37,4,917228,unforgiven+1992
4896,20,0,sales/marketing,27,3,805099,the+blair+witch+project+1999
4897,30,0,executive/managerial,27,4,579803,jaws+1975
4898,20,0,sales/marketing,28,3,846704,sudden+death+1995
4899,30,0,executive/managerial,18,4,57854,ip+man+2008
4900,20,1,college/grad student,12,4,266266,the+muppet+movie+1979
4901,30,1,college/grad student,10749,3,954551,grumpier+old+men+1995
4902,30,0,college/grad student,18,5,641343,the+dark+knight+2008
4903,20,0,sales/marketing,35,3,509117,bananas+1971
4904,30,0,executive/managerial,18,1,746968,ulees+gold+1997
4905,20,1,other or not specified,35,3,766373,french+kiss+1995
4906,20,0,sales/marketing,18,4,549272,dead+poets+society+1989
4907,30,1,self-employed,18,4,528491,jesus+christ+superstar+1973
4908,20,0,sales/marketing,18,1,181146,lost+in+translation+2003
4909,30,0,college/grad student,18,5,178008,diabolique+1996
4910,20,0,academic/educator,878,4,547710,eternal+sunshine+of+the+spotless+mind+2004
4911,30,0,college/grad student,35,1,463109,ace+ventura+pet+detective+1994
4912,20,0,academic/educator,18,4,100911,devil+in+a+blue+dress+1995
4913,30,0,scientist,12,5,92263,star+wars+1977
4914,30,0,self-employed,35,3,713268,addams+family+values+1993
4915,30,0,self-employed,28,3,326867,batman+forever+1995
4916,20,0,college/grad student,28,5,840538,x-men+first+class+2011
4917,30,0,technician/engineer,53,4,177464,dont+look+now+1973
4918,20,0,sales/marketing,878,4,433712,twelve+monkeys+1995
4919,30,0,sales/marketing,12,3,387148,the+great+escape+1963
4920,20,1,executive/managerial,28,5,279547,executive+decision+1996
4921,30,0,executive/managerial,878,5,604328,blade+runner+1982
4922,30,1,retired,35,4,255425,little+miss+sunshine+2006
4923,30,1,homemaker,35,4,919509,mrs.+doubtfire+1993
4924,20,0,executive/managerial,18,2,617364,up+close++personal+1996
4925,20,0,college/grad student,35,5,445615,forrest+gump+1994
4926,20,0,college/grad student,80,4,358325,the+silence+of+the+lambs+1991
4927,30,0,executive/managerial,12,5,45171,rob+roy+1995
4928,30,0,sales/marketing,27,5,265043,night+of+the+living+dead+1968
4929,20,0,college/grad student,18,3,331896,powder+1995
4930,30,1,college/grad student,35,3,653785,the+truth+about+cats++dogs+1996
4931,30,0,executive/managerial,28,5,238025,conspiracy+theory+1997
4932,20,0,artist,35,4,641171,high+fidelity+2000
4933,30,0,homemaker,18,4,447540,fight+club+1999
4934,30,0,executive/managerial,28,2,404058,catwoman+2004
4935,20,0,scientist,18,5,228029,sling+blade+1996
4936,30,0,executive/managerial,18,4,579803,fight+club+1999
4937,30,0,college/grad student,28,3,772875,heat+1995
4938,30,0,executive/managerial,14,5,848300,the+island+of+dr.+moreau+1996
4939,20,0,college/grad student,27,4,782123,the+haunting+1999
4940,20,1,college/grad student,35,5,109232,multiplicity+1996
4941,30,0,self-employed,28,4,498263,diva+1981
4942,30,0,scientist,35,4,862935,clueless+1995
4943,30,0,college/grad student,18,4,910654,the+godfather+1972
4944,30,1,college/grad student,28,4,912300,shanghai+knights+2003
4945,30,0,college/grad student,12,3,712592,pocahontas+1995
4946,20,0,college/grad student,10749,4,377883,beauty+and+the+beast+1991
4947,20,0,college/grad student,80,3,419470,bound+1996
4948,30,0,executive/managerial,12,3,556115,lost+in+space+1998
4949,20,1,other or not specified,18,3,766373,a+walk+in+the+clouds+1995
4950,20,0,college/grad student,53,4,404638,kalifornia+1993
4951,20,0,executive/managerial,35,5,770737,forrest+gump+1994
4952,20,0,college/grad student,28,4,529055,get+smart+2008
4953,30,0,executive/managerial,18,5,893602,disclosure+1994
4954,20,0,college/grad student,28,3,587635,congo+1995
4955,30,0,self-employed,28,4,201624,inception+2010
4956,20,0,K-12 student,18,3,577420,hope+floats+1998
4957,20,0,homemaker,18,4,200100,pet+sematary+1989
4958,20,0,homemaker,35,1,844223,dumb+and+dumber+1994
4959,20,0,self-employed,35,4,965129,michael+1996
4960,20,0,sales/marketing,12,3,808443,the+hitchhikers+guide+to+the+galaxy+2005
4961,30,1,self-employed,35,4,528491,spaceballs+1987
4962,30,1,academic/educator,80,2,250803,insomnia+2002
4963,20,0,sales/marketing,14,5,322057,dogma+1999
4964,30,1,executive/managerial,80,4,630240,primal+fear+1996
4965,20,1,other or not specified,18,4,487161,contact+1997
4966,30,0,college/grad student,53,5,17701,pulp+fiction+1994
4967,30,1,college/grad student,18,4,954551,dead+man+walking+1995
4968,20,0,college/grad student,12,5,106182,the+fugitive+1993
4969,30,0,college/grad student,28,3,558104,executive+decision+1996
4970,30,0,executive/managerial,28,5,893602,die+hard+with+a+vengeance+1995
4971,30,0,sales/marketing,12,3,691300,austin+powers+the+spy+who+shagged+me+1999
4972,20,1,sales/marketing,35,4,89736,the+family+man+2000
4973,20,0,sales/marketing,27,4,794090,the+ring+2002
4974,30,0,executive/managerial,28,3,40812,the+rock+1996
4975,10,0,sales/marketing,14,4,728869,the+sorcerers+apprentice+2010
4976,30,0,self-employed,10751,5,518830,willy+wonka++the+chocolate+factory+1971
4977,30,0,college/grad student,35,3,171339,some+like+it+hot+1959
4978,20,0,self-employed,18,4,965129,hamlet+1996
4979,20,1,sales/marketing,14,4,625381,pans+labyrinth+2006
4980,70,1,retired,35,5,699831,high+school+musical+2006
4981,20,0,tradesman/craftsman,28,5,122241,white+squall+1996
4982,30,1,college/grad student,12,4,912300,licence+to+kill+1989
4983,10,1,K-12 student,12,5,543432,pirates+of+the+caribbean+the+curse+of+the+black+pearl+2003
4984,20,0,college/grad student,12,5,352281,the+princess+bride+1987
4985,10,0,K-12 student,18,4,41184,fight+club+1999
4986,30,0,executive/managerial,12,3,903711,free+willy+2+-+the+adventure+home+1995
4987,30,0,self-employed,18,5,670277,infernal+affairs+2002
4988,30,0,executive/managerial,35,2,550950,white+chicks+2004
4989,20,0,college/grad student,14,4,587635,ghost+1990
4990,30,0,other or not specified,18,5,669358,layer+cake+2004
4991,20,0,college/grad student,35,3,9516,home+alone+3+1997
4992,20,0,sales/marketing,18,4,972003,saving+private+ryan+1998
4993,30,0,sales/marketing,18,2,911141,nineteen+eighty-four+1984
4994,20,0,college/grad student,12,1,82832,star+wars+1977
4995,30,0,executive/managerial,18,5,314210,the+firm+1993
4996,30,1,homemaker,80,3,40540,stand+by+me+1986
4997,20,0,college/grad student,12,4,644972,goldeneye+1995
4998,30,1,academic/educator,27,2,248861,the+blair+witch+project+1999
4999,20,0,executive/managerial,35,4,718784,the+birdcage+1996
5000,20,0,sales/marketing,35,4,701465,splash+1984
5001,30,0,executive/managerial,80,5,706176,l.a.+confidential+1997
5002,20,0,scientist,35,5,426729,vegas+vacation+1997
5003,30,1,artist,28,4,303636,hiding+out+1987
5004,30,0,homemaker,35,3,567890,down+periscope+1996
5005,20,0,college/grad student,35,1,5677,addams+family+values+1993
5006,30,1,homemaker,12,5,931870,charlie+and+the+chocolate+factory+2005
5007,30,0,self-employed,14,3,498263,excalibur+1981
5008,20,1,college/grad student,12,4,109232,star+wars+1977
5009,20,0,self-employed,35,3,92342,american+graffiti+1973
5010,20,0,executive/managerial,18,4,943109,in+the+name+of+the+father+1993
5011,20,0,sales/marketing,18,3,205925,the+hours+2002
5012,30,0,academic/educator,878,4,920036,close+encounters+of+the+third+kind+1977
5013,20,0,college/grad student,878,3,731618,alien+1992
5014,30,0,college/grad student,28,5,889623,the+river+wild+1994
5015,30,0,college/grad student,12,4,942426,babe+pig+in+the+city+1998
5016,30,0,sales/marketing,28,4,468875,the+negotiator+1998
5017,20,0,other or not specified,18,5,213084,angels+and+insects+1995
5018,30,0,college/grad student,35,3,42037,michael+1996
5019,20,1,scientist,18,4,97560,searching+for+bobby+fischer+1993
5020,30,0,executive/managerial,18,1,172343,mr.+saturday+night+1992
5021,30,0,college/grad student,18,3,609841,trainspotting+1996
5022,40,0,retired,37,3,663161,high+noon+1952
5023,10,0,college/grad student,28,5,766490,terminator+2+judgment+day+1991
5024,20,0,college/grad student,35,4,246171,life+of+brian+1979
5025,30,0,college/grad student,12,5,42037,cast+away+2000
5026,10,1,artist,35,2,990395,dont+tell+mom+the+babysitters+dead+1991
5027,20,0,college/grad student,14,2,71889,babe+1995
5028,20,0,sales/marketing,10751,5,22283,willy+wonka++the+chocolate+factory+1971
5029,30,0,college/grad student,12,5,996263,mission+impossible+1996
5030,20,0,college/grad student,28,3,529055,spider-man+2+2004
5031,20,0,unemployed,28,4,193557,beverly+hills+cop+1984
5032,20,0,college/grad student,35,3,40840,billy+madison+1995
5033,30,1,college/grad student,12,5,753526,the+lord+of+the+rings+the+fellowship+of+the+ring+2001
5034,30,1,self-employed,10402,4,569329,the+ballad+of+ramblin+jack+2000
5035,20,0,college/grad student,10749,3,208061,beauty+and+the+beast+1991
5036,20,0,scientist,28,3,228029,terminator+2+judgment+day+1991
5037,20,0,scientist,35,3,801650,ali+g+indahouse+2002
5038,30,0,self-employed,35,3,66436,meet+the+parents+2000
5039,20,0,sales/marketing,27,4,880225,interview+with+the+vampire+1994
5040,20,0,college/grad student,35,3,108537,bowfinger+1999
5041,20,0,clerical/admin,35,4,967406,god+bless+america+2011
5042,30,0,scientist,35,3,246049,brazil+1985
5043,30,0,other or not specified,18,5,443955,one+flew+over+the+cuckoos+nest+1975
5044,30,0,homemaker,878,4,104509,e.t.+the+extra-terrestrial+1982
5045,20,0,sales/marketing,28,4,921572,die+hard+1988
5046,20,0,scientist,18,4,848266,pollock+2000
5047,20,0,scientist,878,2,672176,the+avengers+2012
5048,20,0,executive/managerial,28,3,124253,speed+1994
5049,30,0,self-employed,80,3,158583,west+side+story+1961
5050,20,0,executive/managerial,18,5,173287,gangs+of+new+york+2002
5051,20,0,college/grad student,12,4,607731,jurassic+park+iii+2001
5052,10,0,programmer,16,2,942450,monsters_+inc.+2001
5053,30,0,clerical/admin,35,3,724375,say+anything...+1989
5054,20,0,self-employed,35,2,688698,national+lampoons+christmas+vacation+1989
5055,10,0,K-12 student,12,5,28098,the+princess+bride+1987
5056,10,0,sales/marketing,53,4,414933,pulp+fiction+1994
5057,30,1,retired,53,3,255425,phone+booth+2002
5058,20,0,other or not specified,9648,5,966759,memento+2000
5059,30,0,academic/educator,14,3,146438,batman+1989
5060,20,1,retired,80,3,692836,lord+of+war+2005
5061,20,0,college/grad student,28,2,229059,spy+hard+1996
5062,30,1,executive/managerial,28,4,210647,crimson+tide+1995
5063,20,0,other or not specified,27,4,846016,interview+with+the+vampire+1994
5064,30,0,executive/managerial,80,5,539419,the+net+1995
5065,20,0,clerical/admin,36,5,552395,the+dish+2000
5066,20,0,executive/managerial,28,4,749737,outbreak+1995
5067,10,1,homemaker,10749,4,394637,monster-in-law+2005
5068,30,0,executive/managerial,35,1,374672,american+pie+1999
5069,20,1,other or not specified,35,2,766373,ace+ventura+pet+detective+1994
5070,20,0,executive/managerial,878,2,726821,star+trek+generations+1994
5071,30,0,scientist,27,3,764551,28+weeks+later+2007
5072,30,0,executive/managerial,35,5,45171,the+cable+guy+1996
5073,40,0,sales/marketing,28,3,938959,robocop+1987
5074,20,0,sales/marketing,28,3,509117,avatar+2009
5075,20,0,other or not specified,12,5,779929,x2+2003
5076,30,0,executive/managerial,18,5,277801,the+godfather+part+ii+1974
5077,30,0,K-12 student,99,5,208565,koyaanisqatsi+1982
5078,10,0,sales/marketing,18,3,728869,catch+me+if+you+can+2002
5079,20,0,college/grad student,16,5,644972,aladdin+1992
5080,30,0,college/grad student,28,4,903822,cowboy+bebop+the+movie+2001
5081,30,0,self-employed,12,4,827950,20_000+leagues+under+the+sea+1954
5082,30,1,self-employed,35,3,569329,say+anything...+1989
5083,50,0,executive/managerial,12,4,447095,the+wild+bunch+1969
5084,30,0,executive/managerial,28,3,645341,batman+forever+1995
5085,20,0,sales/marketing,80,3,181146,rope+1948
5086,30,0,academic/educator,12,4,467251,the+road+to+el+dorado+2000
5087,30,1,self-employed,10751,2,821382,getting+even+with+dad+1994
5088,20,0,executive/managerial,878,5,404141,twelve+monkeys+1995
5089,30,0,college/grad student,80,5,909612,stand+by+me+1986
5090,20,1,other or not specified,9648,4,176617,dark+city+1998
5091,20,0,college/grad student,10749,4,504926,pretty+woman+1990
5092,30,0,self-employed,9648,4,421343,north+by+northwest+1959
5093,30,0,self-employed,18,2,383590,leaving+las+vegas+1995
5094,20,0,sales/marketing,18,4,433712,funny+games+1997
5095,20,1,college/grad student,80,1,655344,bonnie+and+clyde+1967
5096,30,0,college/grad student,80,3,609841,capote+2005
5097,30,0,self-employed,35,3,105421,the+ref+1994
5098,20,0,college/grad student,28,4,608667,the+terminator+1984
5099,30,1,academic/educator,35,4,250803,steel+magnolias+1989
5100,20,0,college/grad student,14,3,476580,who+framed+roger+rabbit+1988
5101,20,0,sales/marketing,12,2,813818,highlander+1986
5102,20,0,executive/managerial,35,3,54069,while+you+were+sleeping+1995
5103,30,0,college/grad student,28,2,94892,the+rock+1996
5104,20,0,other or not specified,12,3,153924,the+abyss+1989
5105,20,0,college/grad student,27,4,371903,interview+with+the+vampire+1994
5106,30,0,college/grad student,28,5,765195,the+mask+of+zorro+1998
5107,20,0,scientist,28,2,216237,el+mariachi+1992
5108,20,1,self-employed,35,3,474020,clueless+1995
5109,30,1,college/grad student,80,4,694960,hot+fuzz+2007
5110,30,0,college/grad student,53,4,419299,lord+of+the+flies+1963
5111,30,0,self-employed,18,3,293008,wings+of+desire+1987
5112,30,0,executive/managerial,28,4,532951,gladiator+2000
5113,30,0,sales/marketing,12,4,540172,jurassic+park+1993
5114,30,0,college/grad student,35,4,324810,i.q.+1994
5115,0,0,K-12 student,16,4,54845,cars+2006
5116,30,0,executive/managerial,18,4,932713,the+departed+2006
5117,20,0,executive/managerial,35,5,54069,mrs.+doubtfire+1993
5118,30,0,college/grad student,28,4,122914,the+incredibles+2004
5119,20,0,other or not specified,35,5,524099,dumb+and+dumber+1994
5120,30,0,other or not specified,18,4,966153,richard+iii+1995
5121,30,0,college/grad student,10749,2,609662,pretty+woman+1990
5122,30,1,homemaker,35,4,931870,riding+in+cars+with+boys+2001
5123,0,1,K-12 student,18,4,487994,coach+carter+2005
5124,30,0,academic/educator,12,3,421082,pocahontas+1995
5125,20,0,college/grad student,28,5,987721,die+hard+2+1990
5126,20,0,college/grad student,28,4,785332,gladiator+2000
5127,20,0,self-employed,28,2,827117,under+siege+2+dark+territory+1995
5128,10,0,sales/marketing,12,3,554878,pocahontas+1995
5129,30,0,programmer,35,5,633303,ferris+buellers+day+off+1986
5130,30,0,sales/marketing,12,4,133077,starship+troopers+1997
5131,20,0,college/grad student,35,4,504926,four+weddings+and+a+funeral+1994
5132,30,0,executive/managerial,28,5,339440,the+matrix+1999
5133,20,0,self-employed,18,3,688698,the+karate+kid+1984
5134,20,0,sales/marketing,12,4,319704,jurassic+park+1993
5135,20,0,college/grad student,28,3,438570,lawnmower+man+2+beyond+cyberspace+1996
5136,20,0,sales/marketing,878,3,917228,star+trek+the+motion+picture+1979
5137,30,0,sales/marketing,12,4,813163,back+to+the+future+part+iii+1990
5138,20,0,college/grad student,28,4,903084,gladiator+2000
5139,30,0,academic/educator,35,5,917453,a+little+romance+1979
5140,30,0,technician/engineer,18,5,177464,the+exorcist+1973
5141,20,0,sales/marketing,12,5,382207,return+of+the+jedi+1983
5142,20,0,executive/managerial,35,3,388849,definitely_+maybe+2008
5143,10,0,sales/marketing,28,4,286476,fantastic+four+2005
5144,10,0,sales/marketing,28,1,414933,deep+impact+1998
5145,40,0,technician/engineer,28,3,603700,the+terminator+1984
5146,30,0,sales/marketing,878,4,878598,the+invasion+2007
5147,20,0,sales/marketing,12,4,791393,star+wars+1977
5148,40,0,clerical/admin,10752,3,652967,from+here+to+eternity+1953
5149,10,1,self-employed,16,2,924000,pinocchio+1940
5150,30,0,college/grad student,10402,3,500718,cats+1998
5151,20,0,other or not specified,35,4,68560,sirens+1993
5152,20,1,college/grad student,35,4,266266,four+weddings+and+a+funeral+1994
